Symbol,Sector,industry
SRG,Finance,Real Estate
SRG^A,,
SCI,Consumer Services,Other Consumer Services
NOW,Technology,Computer Software: Prepackaged Software
SFL,Transportation,Marine Transportation
SHAK,Consumer Services,Restaurants
SJR,Consumer Services,Television Services
SHLX,Energy,Natural Gas Distribution
SHW,Consumer Services,RETAIL: Building Materials
FOUR,Miscellaneous,Business Services
SHG,Finance,Major Banks
SHOP,Technology,Computer Software: Prepackaged Software
SSTK,Technology,EDP Services
SBSW,,
SIG,Consumer Services,Consumer Specialties
SBOW,Energy,Oil & Gas Production
SI,Finance,Major Banks
SPG,Consumer Services,Real Estate Investment Trusts
SPG^J,,
SSD,Capital Goods,Industrial Machinery/Components
SHI,Basic Industries,Major Chemicals
SITC,Consumer Services,Real Estate Investment Trusts
SITC^A,,
SITC^K,,
SITE,Consumer Durables,Diversified Electronic Products
SIX,Consumer Services,Services-Misc. Amusement & Recreation
TSLX,,
SJW,Public Utilities,Water Supply
SKM,Public Utilities,Telecommunications Equipment
SKX,Consumer Non-Durables,Shoe Manufacturing
SKLZ,,
SKLZ.WS,,
SKY,Basic Industries,Homebuilding
SLG,Consumer Services,Real Estate Investment Trusts
SLG^I,,
WORK,Technology,Computer Software: Prepackaged Software
SM,Energy,Oil & Gas Production
SMAR,Technology,Computer Software: Prepackaged Software
SNN,Health Care,Industrial Specialties
SNAP,Technology,"Computer Software: Programming, Data Processing"
SNA,Capital Goods,Industrial Machinery/Components
SNOW,Technology,Computer Software: Prepackaged Software
IPOC,,
IPOC.U,,
IPOC.WS,,
IPOD,Finance,Business Services
IPOD.U,,
IPOD.WS,,
IPOE,Finance,Business Services
IPOE.U,,
IPOE.WS,,
IPOF,Finance,Business Services
IPOF.U,,
IPOF.WS,,
SQM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOGO,Technology,EDP Services
SOI,Energy,Metal Fabrications
SWI,Technology,Computer Software: Prepackaged Software
SAH,Consumer Durables,Automotive Aftermarket
SON,Consumer Durables,Containers/Packaging
SNE,Consumer Non-Durables,Consumer Electronics/Appliances
SOS,Finance,Finance: Consumer Services
SOR,,
SJI,Public Utilities,Oil/Gas Transmission
SJIJ,Public Utilities,Oil/Gas Transmission
SJIU,Public Utilities,Oil/Gas Transmission
SCE^G,,
SCE^H,,
SCE^J,,
SCE^K,,
SCE^L,,
SO,Public Utilities,Electric Utilities: Central
SOJB,Public Utilities,Electric Utilities: Central
SOJC,Public Utilities,Electric Utilities: Central
SOJD,Public Utilities,Electric Utilities: Central
SOJE,Public Utilities,Electric Utilities: Central
SOLN,Public Utilities,Electric Utilities: Central
SCCO,Basic Industries,Precious Metals
LUV,Transportation,Air Freight/Delivery Services
SWX,Public Utilities,Oil & Gas Production
SWN,Energy,Oil & Gas Production
SPRQ.U,,
SPE,,
SPE^B,,
SPB           ,Miscellaneous,Industrial Machinery/Components
SR,Public Utilities,Oil/Gas Transmission
SR^A,,
SPR,Capital Goods,Military/Government/Technical
SAVE,Transportation,Air Freight/Delivery Services
SRC,Consumer Services,Building operators
SRC^A,,
SEAH,Finance,Business Services
SEAH.U,,
SEAH.WS,,
SPOT,Consumer Services,Broadcasting
SRLP,Energy,Oil Refining/Marketing
SII,Finance,Finance: Consumer Services
SPXC,Technology,Industrial Machinery/Components
FLOW,Technology,Industrial Machinery/Components
SQ,Technology,Computer Software: Prepackaged Software
SQZ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JOE,Consumer Services,Homebuilding
STAG,Consumer Services,Real Estate Investment Trusts
STAG^C,,
SMP,Capital Goods,Auto Parts:O.E.M.
SXI,Technology,Industrial Machinery/Components
SWK,Capital Goods,Industrial Machinery/Components
SWT,Capital Goods,Industrial Machinery/Components
STN,Consumer Services,Military/Government/Technical
SGU,Consumer Services,Other Specialty Stores
STPK,Miscellaneous,Industrial Machinery/Components
STPK.U,,
STPK.WS,,
SRT,Technology,Professional Services
STWD,Consumer Services,Real Estate Investment Trusts
STT,Finance,Major Banks
STT^D,,
STT^G,,
SPLP,Capital Goods,Industrial Specialties
SPLP^A,,
SCS,Consumer Durables,Office Equipment/Supplies/Services
SCA,,
SCM,,
SCL,Basic Industries,Package Goods/Cosmetics
STE,Health Care,Industrial Specialties
STL,Finance,Major Banks
STL^A,Finance,Major Banks
STC,Finance,Specialty Insurers
SF,Finance,Investment Bankers/Brokers/Service
SF^A,Finance,Investment Bankers/Brokers/Service
SF^B,,
SF^C,,
SFB,Finance,Investment Bankers/Brokers/Service
STM,Technology,Semiconductors
EDF,,
EDI,,
STON,Consumer Services,Other Consumer Services
SRI,Capital Goods,Auto Parts:O.E.M.
STOR,Consumer Services,Real Estate Investment Trusts
GJH,Finance,Finance: Consumer Services
GJO,Finance,Finance: Consumer Services
GJS,Finance,Finance: Consumer Services
LRN,Consumer Services,Other Consumer Services
SYK,Health Care,Medical/Dental Instruments
MSC,Consumer Services,Hotels/Resorts
RGR,Capital Goods,Ordnance And Accessories
SPH,Consumer Services,Other Specialty Stores
SMFG,Finance,Commercial Banks
INN,Consumer Services,Real Estate Investment Trusts
INN^D,,
INN^E,,
SUM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,Public Utilities,Natural Gas Distribution
SUI,Consumer Services,Real Estate Investment Trusts
SLF,Finance,Life Insurance
SXC,Basic Industries,Steel/Iron Ore
SU,Energy,Integrated oil Companies
STG,Consumer Services,Other Consumer Services
NOVA,Public Utilities,Power Generation
SUN,Energy,Integrated oil Companies
SHO,Consumer Services,Hotels/Resorts
SHO^E,,
SHO^F,,
SUP,Capital Goods,Auto Parts:O.E.M.
SPNV,Finance,Business Services
SPNV.U,,
SPNV.WS,,
SOAC,Finance,Business Services
SOAC.U,,
SOAC.WS,,
SUZ,Basic Industries,Paper
SWZ,,
SWCH,Technology,"Computer Software: Programming, Data Processing"
SBE,Capital Goods,Industrial Specialties
SBE.U,,
SBE.WS,,
SYF,Finance,Finance: Consumer Services
SYF^A,,
SNX,Technology,Retail: Computer Software & Peripheral Equipment
SNV,Finance,Major Banks
SNV^D,,
SNV^E,,
GJP,,
GJR,,
GJT,Finance,Finance: Consumer Services
SYY,Consumer Non-Durables,Food Distributors
SYX,Capital Goods,Industrial Machinery/Components
TWND,Finance,Business Services
TWND.U,,
TWND.WS,,
TWN,,
TSM,Technology,Semiconductors
TAK,Health Care,Major Pharmaceuticals
TAL,Consumer Services,Other Consumer Services
TALO,Energy,Oil & Gas Production
SKT,Consumer Services,Real Estate Investment Trusts
TPR,Consumer Non-Durables,Apparel
TRGP,Public Utilities,Natural Gas Distribution
TGT,Consumer Services,Department/Specialty Retail Stores
TARO,Health Care,Major Pharmaceuticals
TTM,Capital Goods,Auto Manufacturing
TMHC,Capital Goods,Homebuilding
TRP,Public Utilities,Natural Gas Distribution
TCP,Public Utilities,Natural Gas Distribution
TSI,,
TEL,Technology,Electronic Components
TISI,Consumer Services,Other Consumer Services
FTI,Energy,Metal Fabrications
TECK,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK,Transportation,Marine Transportation
TGP,Consumer Services,Marine Transportation
TGP^A,,
TGP^B,,
TNK,Consumer Services,Marine Transportation
TGNA,Consumer Services,Broadcasting
TRC,Finance,Real Estate
HQH,,
THQ,,
HQL,,
THW,,
TDOC,Health Care,Medical/Nursing Services
TEO,Public Utilities,Telecommunications Equipment
TDY,Capital Goods,Industrial Machinery/Components
TFX,Health Care,Medical/Dental Instruments
VIV,Public Utilities,Telecommunications Equipment
TEF,Public Utilities,Telecommunications Equipment
TDA,Public Utilities,Telecommunications Equipment
TDE,Public Utilities,Telecommunications Equipment
TDI,Public Utilities,Telecommunications Equipment
TDJ,Public Utilities,Telecommunications Equipment
TDS,Public Utilities,Telecommunications Equipment
TU,Public Utilities,Telecommunications Equipment
TDF,,
EMF,,
TEI,,
GIM,,
TPX,Consumer Durables,Home Furnishings
TS,Basic Industries,Steel/Iron Ore
TME,Consumer Services,Broadcasting
THC,Health Care,Hospital/Nursing Management
TNC,Technology,Industrial Machinery/Components
TEN,Capital Goods,Auto Parts:O.E.M.
TVC,Public Utilities,Electric Utilities: Central
TVE,Public Utilities,Electric Utilities: Central
TDC,Technology,Computer Software: Prepackaged Software
TEX,Capital Goods,Construction/Ag Equipment/Trucks
TMX,Consumer Services,Other Consumer Services
TX,Basic Industries,Steel/Iron Ore
TRNO,Finance,Real Estate
TTI,Energy,Oil & Gas Production
TEVA,Health Care,Major Pharmaceuticals
TPL,Energy,Oil & Gas Production
TGH,Technology,Diversified Commercial Services
TXT,Capital Goods,Aerospace
TFII,,
AES,Basic Industries,Electric Utilities: Central
AZEK,Consumer Non-Durables,Plastic Products
BK,Finance,Major Banks
BX,Finance,Investment Managers
CEE,,
SCHW,Finance,Investment Bankers/Brokers/Service
SCHW^C,,
SCHW^D,,
COO,Health Care,Ophthalmic Goods
GDV,,
GDV^G,,
GDV^H,,
GRX,,
GDL,,
GDL^C,,
THG,Finance,Property-Casualty Insurers
TRV,Finance,Property-Casualty Insurers
TMO,Capital Goods,Industrial Machinery/Components
THR,Energy,Industrial Machinery/Components
TPRE,Finance,Property-Casualty Insurers
TRI,Consumer Services,Publishing
THO,Consumer Non-Durables,Homebuilding
TDW,Consumer Services,Marine Transportation
TDW.WS.A,,
TDW.WS.B,,
TIF,,
TINV.U,,
TLYS,Consumer Services,Clothing/Shoe/Accessory Stores
TIMB,Public Utilities,Telecommunications Equipment
TKR,Capital Goods,Metal Fabrications
TMST,Basic Industries,Steel/Iron Ore
TWI,Basic Industries,Steel/Iron Ore
TJX,Consumer Services,Clothing/Shoe/Accessory Stores
TOL,Capital Goods,Homebuilding
TR,Consumer Non-Durables,Specialty Foods
BLD,Basic Industries,Engineering & Construction
TTC,Capital Goods,Tools/Hardware
TD,Finance,Commercial Banks
SNPR,Finance,Business Services
SNPR.U,,
SNPR.WS,,
NDP,,
TYG,,
TEAF,,
NTG,,
TTP,,
TPZ,,
TOT,Energy,Oil & Gas Production
TSQ,Consumer Services,Broadcasting
TM,Capital Goods,Auto Manufacturing
TPGY,Finance,Business Services
TPGY.U,,
TPGY.WS,,
PACE,Finance,Business Services
PACE.U,,
PACE.WS,,
TRTX,Consumer Services,Real Estate Investment Trusts
TT,Capital Goods,Auto Parts:O.E.M.
TAC,Public Utilities,Electric Utilities: Central
TCI,Consumer Services,Real Estate Investment Trusts
TDG,Capital Goods,Military/Government/Technical
RIG,Energy,Oil & Gas Production
TGS,Public Utilities,Natural Gas Distribution
TRU,Finance,Finance: Consumer Services
TREB,Finance,Business Services
TREB.U,,
TREB.WS,,
TREC,Energy,Integrated oil Companies
TG,Capital Goods,Metal Fabrications
THS,Consumer Non-Durables,Packaged Foods
TACA.U,,
TREX,Basic Industries,Forest Products
TY,,
TY^,Consumer Services,Miscellaneous
TPH,Capital Goods,Homebuilding
TNET,Miscellaneous,Business Services
TRN,Capital Goods,Railroads
TSE,Basic Industries,Major Chemicals
TPVG,,
TPVY,,
GTS,Finance,Accident &Health Insurance
TRTN,Technology,Diversified Commercial Services
TRTN^A,,
TRTN^B,,
TRTN^C,,
TRTN^D,,
TGI,Capital Goods,Aerospace
TROX,Basic Industries,Major Chemicals
TBI,Technology,Professional Services
TFC,Finance,Major Banks
TFC^F,,
TFC^G,,
TFC^H,,
TFC^I,,
TFC^O,,
TFC^R,,
TNP,Transportation,Marine Transportation
TNP^D,,
TNP^E,,
TNP^F,,
TUFN,Technology,EDP Services
TUP,Consumer Non-Durables,Plastic Products
TKC,Public Utilities,Telecommunications Equipment
TPB,Consumer Non-Durables,Tobacco
TRQ,Basic Industries,Precious Metals
TPC,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TWLO,Technology,Computer Software: Prepackaged Software
TWTR,Technology,"Computer Software: Programming, Data Processing"
TWO,Consumer Services,Real Estate Investment Trusts
TWO^A,,
TWO^B,,
TWO^C,,
TWO^D,,
TWO^E,,
TYL,Technology,Computer Software: Prepackaged Software
TSN,Consumer Non-Durables,Meat/Poultry/Fish
USB,Finance,Major Banks
USB^A,Finance,Major Banks
USB^H,,
USB^M,,
USB^O,,
USB^P,,
USB^Q,,
USPH,Health Care,Medical/Nursing Services
SLCA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USX,Transportation,Trucking Freight/Courier Services
UBER,Miscellaneous,Business Services
UI,Technology,Radio And Television Broadcasting And Communications Equipment
UBS,Finance,Major Banks
UDR,Consumer Services,Real Estate Investment Trusts
UGI,Public Utilities,Natural Gas Distribution
UGP,Public Utilities,Oil/Gas Transmission
UMH,Consumer Services,Real Estate Investment Trusts
UMH^C,,
UMH^D,,
UA,Consumer Non-Durables,Apparel
UAA,Consumer Non-Durables,Apparel
UFI,Consumer Non-Durables,Textiles
UNF,Consumer Services,Other Consumer Services
UL,Basic Industries,Package Goods/Cosmetics
UNP,Transportation,Railroads
UIS,Technology,EDP Services
UMC,Technology,Semiconductors
UNFI,Consumer Non-Durables,Food Distributors
UPS,Transportation,Trucking Freight/Courier Services
URI,Technology,Diversified Commercial Services
USM,Public Utilities,Telecommunications Equipment
UZA,Public Utilities,Telecommunications Equipment
UZB,Public Utilities,Telecommunications Equipment
UZC,Public Utilities,Telecommunications Equipment
UZD,Public Utilities,Telecommunications Equipment
UZE,Public Utilities,Telecommunications Equipment
X,Basic Industries,Steel/Iron Ore
UNH,Health Care,Medical Specialities
UTL,Public Utilities,Power Generation
U,Technology,Computer Software: Prepackaged Software
UNVR,Consumer Durables,Specialty Chemicals
UVV,Consumer Services,Farming/Seeds/Milling
UHT,Consumer Services,Real Estate Investment Trusts
UHS,Health Care,Hospital/Nursing Management
UVE,Finance,Property-Casualty Insurers
UTI,Consumer Services,Other Consumer Services
UNM,Finance,Accident &Health Insurance
UNMA,Finance,Accident &Health Insurance
UE,Finance,Real Estate
UBA,Consumer Services,Real Estate Investment Trusts
UBP,Consumer Services,Real Estate Investment Trusts
UBP^H,,
UBP^K,,
USFD,Consumer Non-Durables,Food Distributors
USAC,Public Utilities,Natural Gas Distribution
USNA,Consumer Durables,Specialty Chemicals
USDP,Transportation,Railroads
BIF,,
UTZ,Consumer Non-Durables,Packaged Foods
UTZ.WS,,
VFC,Consumer Non-Durables,Apparel
EGY,Energy,Oil & Gas Production
MTN,Consumer Services,Services-Misc. Amusement & Recreation
VALE,Basic Industries,Precious Metals
VLO,Energy,Integrated oil Companies
VHI,Basic Industries,Major Chemicals
VMI,Capital Goods,Metal Fabrications
VVV,Basic Industries,Major Chemicals
VAPO,Health Care,Medical/Dental Instruments
VAR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VGR,Consumer Non-Durables,Farming/Seeds/Milling
VEC,Consumer Services,Diversified Commercial Services
VEDL,Basic Industries,Precious Metals
VEEV,Technology,Computer Software: Prepackaged Software
VEL,Finance,Finance: Consumer Services
VNTR,Basic Industries,Major Chemicals
VTR,Consumer Services,Real Estate Investment Trusts
VNE,Capital Goods,Auto Parts:O.E.M.
VER,Consumer Services,Real Estate Investment Trusts
VER^F,,
VRTV,Consumer Services,Paper
VZ,Public Utilities,Telecommunications Equipment
VET,Energy,Oil & Gas Production
VRS,Basic Industries,Paper
VCIF,,
VERT.U,,
VRT,Capital Goods,Industrial Machinery/Components
VRT.WS,,
VGAC,Finance,Business Services
VGAC.U,,
VGAC.WS,,
VIAO,Technology,Semiconductors
VVI,Miscellaneous,Business Services
VICI,Consumer Services,Real Estate Investment Trusts
VNCE,Consumer Services,Clothing/Shoe/Accessory Stores
VIPS,Consumer Services,Catalog/Specialty Distribution
SPCE,Consumer Services,Transportation Services
VHC,Miscellaneous,Multi-Sector Companies
VGI,,
ZTR,,
V,Miscellaneous,Business Services
VSH,Capital Goods,Electrical Products
VPG,Capital Goods,Electrical Products
VIST,Energy,Oil & Gas Production
VSTO,Capital Goods,Ordnance And Accessories
VST,Public Utilities,Electric Utilities: Central
VST.WS.A,,
VVNT,Technology,EDP Services
VVNT.WS,,
VMW,Technology,Computer Software: Prepackaged Software
VOC,Energy,Oil & Gas Production
VCRA,Capital Goods,Telecommunications Equipment
VNT,Capital Goods,Industrial Machinery/Components
VNO,Consumer Services,Real Estate Investment Trusts
VNO^K,,
VNO^L,,
VNO^M,,
VNO^N,,
IAE,,
IHD,,
VOYA,Finance,Life Insurance
VOYA^B,,
IGA,,
IGD,,
IDE,,
IID,,
IRR,,
PPR,,
VMC,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VYGG,Finance,Business Services
VYGG.U,,
VYGG.WS,,
WTI,Energy,Oil & Gas Production
WPC,Consumer Services,Real Estate Investment Trusts
WRB,Finance,Property-Casualty Insurers
WRB^C,,
WRB^D,,
WRB^E,,
WRB^F,,
WRB^G,,
GRA,Basic Industries,Major Chemicals
GWW,Consumer Services,Office Equipment/Supplies/Services
WNC,Capital Goods,Construction/Ag Equipment/Trucks
WDR,Finance,Investment Bankers/Brokers/Service
WD,Finance,Finance: Consumer Services
WMT,Consumer Services,Department/Specialty Retail Stores
DIS,Consumer Services,Services-Misc. Amusement & Recreation
HCC,Energy,Coal Mining
WPG,Consumer Services,Real Estate Investment Trusts
WPG^H,,
WPG^I,,
WRE,,
WCN,Public Utilities,Environmental Services
WM,Public Utilities,Environmental Services
WAT,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WSO,Consumer Durables,Industrial Machinery/Components
WSO.B,,
WTS,Capital Goods,Metal Fabrications
W,Consumer Services,Catalog/Specialty Distribution
WBS,Finance,Major Banks
WBS^F,,
WEC,Public Utilities,Power Generation
WEI,Finance,Finance: Consumer Services
WRI,Consumer Services,Real Estate Investment Trusts
WMK,Consumer Services,Food Chains
WBT,Technology,Industrial Machinery/Components
WFC,Finance,Major Banks
WFC^A,,
WFC^L,,
WFC^N,,
WFC^O,,
WFC^P,,
WFC^Q,,
WFC^R,,
WFC^W,,
WFC^X,,
WFC^Y,,
WFC^Z,,
EOD,,
WELL,Consumer Services,Real Estate Investment Trusts
WCC,Consumer Non-Durables,Telecommunications Equipment
WCC^A,,
WST,Basic Industries,Specialty Chemicals
WAL,Finance,Major Banks
WALA,Finance,Major Banks
WEA,,
EMD,,
GDO,,
EHI,,
HIX,,
HIO,,
HYI,,
SBI,,
IGI,,
PAI,,
MMU,,
WMC,Consumer Services,Real Estate Investment Trusts
DMO,,
MTT,,
MHF,,
MNP,,
WIW,,
WIA,,
WES,Public Utilities,Natural Gas Distribution
WU,Miscellaneous,Business Services
WAB,Capital Goods,Railroads
WLK,Basic Industries,Major Chemicals
WLKP,Basic Industries,Major Chemicals
WBK,Finance,Commercial Banks
WRK,Consumer Durables,Containers/Packaging
WHG,Finance,Investment Managers
WEX,Miscellaneous,Business Services
WY,Consumer Services,Real Estate Investment Trusts
WPM,Basic Industries,Precious Metals
WHR,Consumer Durables,Consumer Electronics/Appliances
WTM,Finance,Property-Casualty Insurers
WSR,Consumer Services,Real Estate Investment Trusts
WLL,Energy,Oil & Gas Production
WOW,Consumer Services,Television Services
WMB,Public Utilities,Natural Gas Distribution
WSM,Consumer Services,Home Furnishings
WGO,Consumer Non-Durables,Homebuilding
WIT,Technology,EDP Services
WNS,Miscellaneous,Business Services
WWW,Consumer Non-Durables,Shoe Manufacturing
WF,Finance,Commercial Banks
WK,Technology,Computer Software: Prepackaged Software
INT,Energy,Oil Refining/Marketing
WWE,Consumer Services,Movies/Entertainment
WOR,Capital Goods,Steel/Iron Ore
WPP,Technology,Advertising
WPX,,
WYND,Consumer Services,Hotels/Resorts
WH,Consumer Services,Hotels/Resorts
XYF,,
XFLT,,
XHR,Consumer Services,Hotels/Resorts
XRX,Technology,Computer peripheral equipment
XIN,Basic Industries,Homebuilding
XL,Capital Goods,Auto Parts:O.E.M.
XL.WS,,
XPEV,Capital Goods,Auto Manufacturing
XPO,Consumer Services,Transportation Services
XYL,Capital Goods,Fluid Controls
