,Sector,industry,Market Cap,Enterprise Value,Shares Outstanding,PEG Ratio,Price/Book,Price/Sales,Forward P/E,Trailing P/E,Quarterly Revenue Growth,Average Dividend Yield,Held by Insiders,Held by Institutions,Gross Profit,EBITDA,EBIT_Q,EBIT_Y,Quarterly Earnings Growth,Total Cash,Diluted EPS,Quarterly Cash Growth,Cash,Net Income Q,Net Income Y
BOX,Technology,Computer Software: Prepackaged Software,2950000000.0,3100000000.0,158640000.0,,33.6,3.7,27.3,,0.136,,0.0297,0.8134999999999999,480690000.0,-78840000.0,-2614000.0,-139472000.0,,200890000.0,-0.9,0.012969243105261997,275400000.0,-5284000.0,-144348000.0
BYD,Consumer Services,Hotels/Resorts,5360000000.0,9780000000.0,111540000.0,,5.0,2.2,23.2,21.5,-0.204,,0.2738,0.7028,1980000000.0,492590000.0,127073000.0,472568000.0,-0.033,506650000.0,-1.7,-0.6132172886856468,506046000.0,38116000.0,157636000.0
BPMP,Energy,Natural Gas Distribution,1260000000.0,1610000000.0,52400000.0,,10.6,9.5,6.7,7.2,-0.026000000000000002,,0.0888,0.7777,106890000.0,90580000.0,23600000.0,86447000.0,-0.009000000000000001,123800000.0,1.6,0.07745865970409051,123800000.0,45300000.0,167884000.0
BP,Energy,Integrated oil Companies,82150000000.0,133199999999.99998,3390000000.0,,1.2,0.4,17.6,20.6,-0.35100000000000003,7.1,0.0,0.0824,45680000000.0,17310000000.0,1293000000.0,15255000000.0,,31050000000.0,-6.4,-0.10135312856182599,30749000000.0,-450000000.0,4026000000.0
BPT,Energy,Integrated oil Companies,71260000.0,71070000.0,21400000.0,,286.4,4.3,,4.7,,22.3,0.0,0.022000000000000002,49010000.0,,-288000.0,47922000.0,,191.0,0.713,-0.6012526096033403,191000.0,-288000.0,47922000.0
BRC,Consumer Durables,Miscellaneous manufacturing industries,2660000000.0,2450000000.0,48480000.0,,3.0,2.5,16.5,24.9,-0.034,2.1,0.039900000000000005,0.8617,528570000.00000006,176580000.0,42188000.0,151844000.0,-0.107,256329999.99999997,2.0,0.17776818000119463,256333000.0,33481000.0,112369000.0
BHR,Consumer Services,Real Estate Investment Trusts,182700000.0,1290000000.0,36690000.0,,0.6,0.5,,,-0.611,7.0,0.2536,0.35109999999999997,121020000.0,3300000.0,-24526000.0,20444000.0,,88230000.0,-2.268,-0.13981943686139928,88227000.0,-18677000.0,371000.0
BHR^B,,,,,,,,,,,,,,,,,,,,,,,,,
BHR^D,,,,,,,,,,,,,,,,,,,,,,,,,
BDN,Consumer Services,Real Estate Investment Trusts,1950000000.0,3830000000.0,170570000.0,,1.0,3.5,,6.5,-0.161,4.7,0.014199999999999999,1.0931,344650000.0,239410000.0,20693000.0,102488000.0,39.538000000000004,62260000.0,1.7,0.38905374952587074,62256000.0,274521000.0,34267000.0
BWG,,,208220000.0,,16790000.0,,0.9,18.9,,26.4,,8.4,0.0,0.47490000000000004,,,,,,,,,,,
LND,Consumer Non-Durables,Farming/Seeds/Milling,291330000.0,382880000.0,59180000.0,,1.3,2.7,19.2,12.6,0.249,5.5,0.0,0.0040999999999999995,222690000.0,,56577000.0,162699000.0,0.865,,1.2,0.3105849337893537,224169000.0,75654000.0,119554000.0
BAK,Basic Industries,Major Chemicals,3930000000.0,13650000000.0,397870000.0,,3.8,0.3,6.6,2.4,0.196,,0.0,0.0415,6640000000.0,,-586607000.0,-2180775000.0,,,,-0.17755712729595763,12324378000.0,-1412972000.0,-2797570000.0
BRFS,Consumer Non-Durables,Meat/Poultry/Fish,3260000000.0,6350000000.0,807710000.0,,2.4,0.4,24.8,17.0,0.175,,0.0,0.0959,8080000000.0,,924741000.0,2282412000.0,-0.262,,-1.025,0.17860230424633775,11398587000.0,216791000.0,297612000.0
MNRL,Energy,Oil & Gas Production,750100000.0,746920000.0,43320000.0,,1.0,5.2,45.8,16.3,-0.081,,0.0108,1.0648,90120000.0,67110000.0,3020000.0,37218000.0,,8180000.0,-0.0,-0.5030671120558761,8182000.0,-13017000.0,21639000.0
BFAM,Miscellaneous,Other Consumer Services,9590000000.0,11080000000.0,60560000.0,,7.8,5.7,,129.8,-0.33899999999999997,,0.011000000000000001,1.035,522940000.00000006,249150000.0,-3527000.0,269002000.0,,365300000.0,1.2,0.35075173234926527,365300000.0,-6654000.0,180386000.0
BEDU,Consumer Services,Other Consumer Services,698400000.0,959310000.0,120550000.0,,1.6,1.3,,28.2,-0.084,,0.21989999999999998,0.5366,1220000000.0,,-118633000.0,360975000.0,,,0.3,2.374383852592165,3377684000.0,-153838000.0,161005000.0
BSA,Finance,Investment Managers,,,,,,,,,,,,,298000000.0,,73800000.0,160900000.0,,,,-0.784791544333529,73300000.0,52700000.0,136400000.0
BSIG,Finance,Investment Managers,1500000000.0,1960000000.0,79890000.0,,13.4,2.0,10.0,10.1,-0.079,2.7,0.0027,1.0472,437500000.0,323100000.0,45500000.0,291800000.0,-0.507,129800000.00000001,1.8,0.12089810017271158,129800000.0,37200000.0,223900000.0
BV,Consumer Non-Durables,Farming/Seeds/Milling,,,104900000.0,,,,,,-0.027000000000000003,,0.020099999999999996,0.9481999999999999,595300000.0,191100000.0,21900000.0,54800000.0,,157100000.0,-0.4,0.7474972191323693,157100000.0,-6100000.0,-41600000.0
EAT,Consumer Services,Restaurants,2770000000.0,5050000000.0,45290000.0,,,0.8,29.1,130.1,-0.057999999999999996,3.5,0.0155,1.0546,408600000.0,269900000.0,26800000.0,110000000.0,-0.282,58800000.0,0.4,0.33940774487471526,58800000.0,10700000.0,24400000.0
BCO,Transportation,Oil Refining/Marketing,3510000000.0,5710000000.0,49430000.0,,38.9,1.0,15.8,133.0,0.045,0.9,0.0105,1.0817,851100000.0,356600000.0,78300000.0,209000000.0,,592400000.0,-0.2,0.11500094108789762,592400000.0,-23900000.0,29000000.0
BMY,Health Care,Major Pharmaceuticals,150360000000.0,174890000000.0,2260000000.0,0.8,3.0,3.7,8.7,93.8,0.755,2.8,0.0008,0.7579,18930000000.0,16820000000.0,2039000000.0,7064000000.0,0.384,21280000000.0,-0.0,-0.025032607605096818,19435000000.0,1872000000.0,3439000000.0
BMY~,,,,,,,,,,,,,,,,,,,,,,,,,
VTOL,Transportation,Transportation Services,840220000.0,1460000000.0,29710000.0,,,,,,-0.028999999999999998,,0.026600000000000002,0.9627,250170000.0,101550000.0,-5498000.0,-6450000.0,,301400000.0,,0.15959403205577058,301404000.0,-27861000.0,-697186000.0
BTI,Consumer Non-Durables,Farming/Seeds/Milling,87160000000.0,148880000000.0,2290000000.0,1.9,0.9,2.4,8.1,10.1,0.008,5.1,0.0003,0.0576,21440000000.0,,2605000000.0,10549000000.0,0.22899999999999998,,22.1,0.0,4784000000.0,1728500000.0,5704000000.0
BRX,Consumer Services,Real Estate Investment Trusts,4830000000.0,9680000000.0,296480000.0,,1.7,4.5,34.7,30.7,-0.133,5.8,0.0039000000000000003,1.0139,872390000.0,661730000.0,71781000.0,437654000.0,-0.654,609810000.0,0.5,0.9143969360205939,609812000.0,27944000.0,274773000.0
BRMK,Consumer Services,Real Estate Investment Trusts,1320000000.0,1140000000.0,132240000.00000001,,1.1,13.7,,,1.148,,0.0484,0.5534,101490000.0,,0.0,0.0,0.5870000000000001,173600000.0,,-0.20354729342245917,173602000.0,23224000.0,75236000.0
BR,Miscellaneous,Business Services,17920000000.0,19710000000.0,115620000.0,3.7,12.6,3.9,27.7,38.4,0.073,1.6,0.0069,0.8834000000000001,1260000000.0,932300000.0,78600000.0,624900000.0,0.177,357000000.0,4.0,-0.2517834662190516,356600000.0,65800000.0,462500000.0
BSN,Finance,Business Services,393460000.0,391780000.0,30530000.0,,,,,,,,0.0,0.0639,,,-55262.0,,,1680000.0,,,1683236.0,-53062.0,
BSN.U,,,,,,,,,,,,,,,,,,,,,,,,,
BSN.WS,,,,,,,,,,,,,,,,,,,,,,,,,
BNL,Consumer Services,Real Estate Investment Trusts,2690000000.0,4210000000.0,37000000.0,,1.2,8.0,,28.0,0.057,,0.0,1.1322,252710000.0,273950000.0,37980000.0,138432000.0,-0.626,101790000.0,,10.01471702196732,101787000.0,8750000.0,79394000.0
BKD,Health Care,Hospital/Nursing Management,772050000.0,5800000000.0,183380000.0,,0.9,0.2,212.7,21.0,-0.133,,0.0219,0.9362999999999999,895220000.0,441170000.0,-24754000.0,18163000.0,,490760000.0,0.189,-0.21620498584345804,354621000.0,-124975000.0,-267931000.0
BAM,Consumer Services,Building operators,58860000000.0,198250000000.0,1510000000.0,,2.0,0.9,71.4,42.2,-0.105,1.3,0.1693,0.6899,18790000000.0,14810000000.0,2555000000.0,13819000000.0,-0.818,8720000000.0,-0.0,-0.0840071406069516,8723000000.0,172000000.0,2807000000.0
BBU,Basic Industries,Engineering & Construction,3080000000.0,24420000000.0,79910000.0,,1.7,0.0,1.5,44.8,-0.146,,0.018799999999999997,0.8012,4840000000.0,3690000000.0,565000000.0,2069000000.0,,3970000000.0,-1.2,0.3166510757717493,2815000000.0,-10000000.0,43000000.0
DTLA^,,,,,,,,,,,,,,,,,,,,,,,,,
BAMH,Consumer Services,Building operators,,,,,,,,,,,,,,,,,,,,,,,
BAMI,Consumer Services,Building operators,,,,,,,,,,,,,,,,,,,,,,,
BIPC,Public Utilities,Oil & Gas Production,,,44970000.0,,,,,,-0.14,,0.0032,0.6633,1380000000.0,1190000000.0,211000000.0,1037000000.0,,250000000.0,,0.5527950310559007,250000000.0,-301000000.0,197000000.0
BIP,Consumer Services,Marine Transportation,15820000000.0,37710000000.0,295360000.0,,3.2,1.9,,170.6,0.32799999999999996,4.5,0.0026,0.5524,3200000000.0,3470000000.0,581000000.0,1709000000.0,,1600000000.0,-0.2,-0.26666666666666666,1012000000.0,-26000000.0,52000000.0
BIP^A,,,,,,,,,,,,,,,,,,,,,,,,,
RA,,,813290000.0,,43890000.0,,0.9,4.7,,4.8,,,0.0,0.16699999999999998,,,,,,,,,,,
BEPC,Public Utilities,Electric Utilities: Central,10000000000.0,21950000000.0,172180000.0,,7.7,4.6,,97.8,-0.051,,0.3301,0.75,1470000000.0,1220000000.0,157000000.0,875000000.0,,377000000.0,,1.564625850340136,377000000.0,-1295000000.0,184000000.0
BEP,Public Utilities,Electric Utilities: Central,12460000000.0,29720000000.0,274800000.0,,2.9,4.3,312.5,,-0.06,5.5,0.0,0.5881000000000001,2790000000.0,1660000000.0,164000000.0,1375000000.0,,542000000.0,-0.4,1.1048034934497817,482000000.0,-148000000.0,-59000000.0
BEP^A,,,,,,,,,,,,,,,,,,,,,,,,,
BRO,Finance,Specialty Insurers,13640000000.0,14830000000.0,284060000.0,,3.6,5.2,27.4,29.8,0.08800000000000001,1.0,0.1699,0.7121,1080000000.0,884580000.0,196820000.0,627268000.0,0.16,1090000000.0,1.6,0.7171394647326872,1070190000.0,133979000.0,398514000.0
BF.A,,,,,,,,,,,,,,,,,,,,,,,,,
BF.B,,,,,,,,,,,,,,,,,,,,,,,,,
BRT,Consumer Services,Real Estate Investment Trusts,254730000.0,407300000.0,17180000.0,,1.3,9.0,,217.8,0.435,,0.2021,0.5036999999999999,6600000.0,-3040000.0,-2012000.0,-9404000.0,,15650000.0,-0.6,-0.07253763185966576,15650000.0,-7484000.0,856000.0
BC,Energy,Industrial Machinery/Components,6380000000.0,6860000000.0,78340000.0,,4.3,1.6,14.9,18.6,0.263,1.3,0.0084,0.9898,1160000000.0,636300000.0,194200000.0,494500000.0,,651200000.0,4.2,0.20110803324099724,650400000.0,137900000.0,-131000000.0
BC^A,,,,,,,,,,,,,,,,,,,,,,,,,
BC^B,,,,,,,,,,,,,,,,,,,,,,,,,
BC^C,,,,,,,,,,,,,,,,,,,,,,,,,
BKE,Consumer Services,Clothing/Shoe/Accessory Stores,1630000000.0,1600000000.0,49410000.0,,3.6,1.8,,14.4,0.12,4.6,0.4156,0.6448,499500000.0,164790000.0,54126000.0,131497000.0,0.602,339330000.0,2.2,0.24917392384292886,331923000.0,41635000.0,104429000.0
BVN,Basic Industries,Precious Metals,2760000000.0,2560000000.0,253990000.0,,1.0,4.0,,,-0.009000000000000001,,0.0,0.6783,335700000.0,121120000.0,16693000.0,-80977000.0,4.422,264820000.0,-0.5,0.354467477865922,264816000.0,24399000.0,-12208000.0
BBW,Consumer Services,Recreational Products/Toys,71980000.0,189310000.0,15960000.0,,1.2,0.2,19.6,111.5,0.061,,0.16570000000000001,0.6244,153620000.0,-2990000.0,1834000.0,1676000.0,,25810000.0,-1.834,0.02116799873387671,25809000.0,1660000.0,261000.0
BG,Consumer Non-Durables,Packaged Foods,9870000000.0,17330000000.0,139660000.0,1.7,2.1,0.2,13.6,20.1,-0.016,3.0,0.0369,0.8139,2250000000.0,3160000000.0,250000000.0,938000000.0,,585000000.0,3.5,0.05054151624548736,291000000.0,262000000.0,-1280000000.0
BUR,Finance,Finance: Consumer Services,2120000000.0,,219050000.0,,1.2,6.9,5.0,14.8,-0.11199999999999999,,0.1934,0.509,272650000.0,239830000.0,106514500.0,263154000.0,-0.313,276270000.0,,0.0,260313000.0,75725500.0,212107000.0
BURL,Consumer Services,Department/Specialty Retail Stores,17550000000.0,21070000000.0,66239999.99999999,3.3,61.2,3.0,37.8,289.2,-0.064,,0.0128,1.1104,3050000000.0,-44380000.0,51126000.0,618760000.0,-0.917,1350000000.0,-2.5,0.25209674454530767,1348691000.0,8016000.0,465116000.0
BWXT,Energy,Industrial Machinery/Components,5650000000.0,6500000000.0,95310000.0,,10.2,2.7,19.0,20.7,0.027000000000000003,1.0,0.0031,0.9890000000000001,533860000.0,419380000.0,89986000.0,316961000.0,-0.022000000000000002,48360000.0,2.8,-0.2747791634190699,44662000.0,73171000.0,244115000.0
BY,Finance,Major Banks,616570000.0,,38580000.0,,0.8,2.4,16.2,15.7,-0.1,,0.39,0.39899999999999997,251070000.0,,0.0,0.0,-0.14800000000000002,120210000.0,1.0,-0.27765827443525737,101078000.0,13071000.0,57002000.0
AI,Technology,Computer Software: Prepackaged Software,12860000000.0,12570000000.0,92350000.0,,,57.9,,,0.063,,0.3435,0.35100000000000003,117880000.0,-55460000.0,-14524000.0,-71497000.0,,290440000.0,-0.2,-0.11146000511711208,114603000.0,-14944000.0,-69378000.0
CABO,Consumer Services,Television Services,11960000000.0,13080000000.0,6020000.0,,8.6,8.9,,46.2,0.18899999999999997,0.7,0.09849999999999999,0.8743000000000001,779450000.0,635460000.0,98205000.0,327228000.0,0.33,625330000.0,42.9,-0.02679938744257274,625332000.0,66287000.0,178582000.0
CBT,Basic Industries,Major Chemicals,2720000000.0,3780000000.0,56470000.0,,3.9,1.0,13.5,34.9,-0.203,2.6,0.0132,0.8913,506000000.0,374000000.0,57000000.0,217000000.0,,151000000.0,-4.2,-0.06790123456790123,151000000.0,-272000000.0,-238000000.0
COG,Energy,Oil & Gas Production,7600000000.0,8800000000.0,398580000.0,4.9,3.5,5.2,11.2,35.9,-0.203,1.1,0.020099999999999996,1.0075,1330000000.0,688630000.0,-7564000.0,878816000.0,,170.0,0.5,-0.9985490423679628,170000.0,-14961000.0,681070000.0
CACI,Technology,EDP Services,6290000000.0,8150000000.0,25220000.0,,2.2,1.0,17.3,18.3,0.07,,0.0192,0.8884000000000001,2000000000.0,609030000.0,134424000.0,460696000.0,0.37799999999999995,124860000.0,13.6,0.16436644410459175,124862000.0,93644000.0,321480000.0
WHD,Energy,Metal Fabrications,2300000000.0,2060000000.0,47550000.0,,6.6,5.5,46.0,30.1,-0.628,,0.004699999999999999,1.0093,234810000.0,141420000.0,12556000.0,183150000.0,-0.6779999999999999,273940000.0,1.0,0.012073609115057653,273941000.0,6233000.0,85612000.0
CADE,Finance,Major Banks,2420000000.0,,125980000.0,,1.1,3.2,13.7,9.3,0.021,,0.0336,0.9168999999999999,671070000.0,,0.0,0.0,0.121,1310000000.0,-2.8,-0.3433756157966146,1247172000.0,49315000.0,201958000.0
CAE,Miscellaneous,Industrial Machinery/Components,7660000000.0,9520000000.0,282450000.0,,4.2,2.9,36.7,163.4,-0.214,1.4,0.0012,0.6835,1080000000.0,,72000000.0,498600000.0,,,1.0,-0.2898431048720066,258000000.0,-5200000.0,311400000.0
CAI,Technology,Diversified Commercial Services,581420000.0,2850000000.0,17740000.0,,1.0,1.5,4.8,11.7,-0.028999999999999998,,0.0733,0.8745,182980000.0,125190000.0,38279000.0,134684000.0,,42300000.0,0.9,-0.11620910116585183,42300000.0,15443000.0,31011000.0
CAI^A,,,,,,,,,,,,,,,,,,,,,,,,,
CAI^B,,,,,,,,,,,,,,,,,,,,,,,,,
CAL,Consumer Non-Durables,Shoe Manufacturing,640250000.0,1730000000.0,37910000.0,,2.4,0.2,,,-0.183,1.4,0.0467,0.8226,1190000000.0,30320000.0,25532000.0,143960000.0,-0.485,124330000.0,-9.5,-0.1630089401120207,124330000.0,14417000.0,62819000.0
CRC,Energy,Oil & Gas Production,2080000000.0,7220000000.0,,,,0.6,,,-0.365,,0.07980000000000001,0.7104,1800000000.0,587000000.0,-17000000.0,595000000.0,,122000000.0,-40.9,-0.031746031746031744,122000000.0,-29000000.0,-28000000.0
CWT,Public Utilities,Water Supply,2690000000.0,3760000000.0,49840000.0,2.7,3.0,3.3,32.0,28.5,0.308,1.8,0.0087,0.775,353840000.0,238320000.0,118858000.0,109924000.0,1.271,113310000.0,1.8,-0.009406581109906633,113312000.0,96360000.0,63116000.0
CALX,Consumer Services,Telecommunications Equipment,2020000000.0,1940000000.0,61770000.0,,8.1,3.9,,192.7,0.315,,0.1422,0.7528,187930000.0,30770000.0,21750000.0,-12927000.0,,103810000.0,0.1,0.26258110460515904,63826000.0,20538000.0,-17694000.0
ELY,Consumer Non-Durables,Recreational Products/Toys,2300000000.0,2900000000.0,94180000.0,,3.3,1.5,33.6,29.8,0.11599999999999999,0.2,0.020099999999999996,1.0576,766790000.0,105090000.0,63509000.0,138994000.0,0.6890000000000001,286660000.0,-1.2,0.7434799532892176,286656000.0,52432000.0,79408000.0
CPE,Energy,Oil & Gas Production,576410000.0,3800000000.0,39750000.0,,0.4,0.5,2.8,0.9,0.867,,0.0278,0.4178,537090000.0,646180000.0,30676000.0,184912000.0,,10500000.0,-57.0,0.4,10500000.0,-680384000.0,67928000.0
CPT,Consumer Services,Real Estate Investment Trusts,9430000000.0,12060000000.0,97400000.0,,2.7,9.2,55.2,50.6,0.022000000000000002,3.3,0.0197,0.9745,651430000.0,605430000.0,61544000.0,261959000.0,-0.198,589610000.0,1.9,-0.019897470677411634,589614000.0,34957000.0,219623000.0
CCJ,Basic Industries,Precious Metals,5330000000.0,5490000000.0,395850000.0,,1.4,3.2,322.5,133.4,0.25,1.8,0.0018,0.6743000000000001,671300000.0,,-65828000.0,228415000.0,,,-0.1,-0.1041528035075435,772756000.0,-60770000.0,74000000.0
CPB,Consumer Non-Durables,Packaged Foods,14060000000.0,19420000000.0,302940000.0,1.0,5.0,1.6,15.8,19.2,0.07200000000000001,2.9,0.3554,0.5376,3010000000.0,1680000000.0,467000000.0,1291000000.0,0.861,722000000.0,5.8,-0.15948777648428406,722000000.0,309000000.0,1628000000.0
CWH,Consumer Durables,Automotive Aftermarket,2440000000.0,4450000000.0,42760000.0,,39.2,0.4,8.9,13.6,0.209,,0.031,0.7898999999999999,1330000000.0,466410000.0,201544000.0,133025000.0,,482640000.0,2.0,1.1177523672455705,482640000.0,58050000.0,-60591000.0
GOOS,Consumer Non-Durables,Apparel,3350000000.0,3740000000.0,59140000.0,,8.4,5.1,18.4,52.3,-0.337,,0.0062,0.9687,593300000.0,,15600000.0,193800000.0,-0.828,,0.6,-0.023735165521549032,156300000.0,10400000.0,151700000.0
CM,Finance,Commercial Banks,40180000000.0,,446010000.0,,1.3,2.7,10.6,13.7,-0.013999999999999999,4.9,0.0003,0.5186,16250000000.0,,0.0,0.0,-0.14300000000000002,,8.7,-0.11931783326176308,43068000000.0,1015000000.0,3790000000.0
CNI,Transportation,Railroads,82480000000.0,93370000000.0,710200000.0,,5.3,7.4,23.1,30.2,-0.11,1.6,0.0023,0.7484999999999999,8000000000.0,,1445000000.0,5945000000.0,-0.17600000000000002,,5.8,-0.24,285000000.0,985000000.0,4216000000.0
CNQ,Energy,Oil & Gas Production,31780000000.0,48670000000.0,1180000000.0,,1.2,2.1,33.1,689.1,-0.26899999999999996,3.6,0.0219,0.727,11890000000.0,,358000000.0,5543000000.0,-0.603,,2.3,-0.24892703862660945,175000000.0,408000000.0,5416000000.0
CP,Transportation,Railroads,50760000000.0,58330000000.0,135530000.0,,8.3,8.2,23.3,27.8,-0.059000000000000004,0.9,0.0002,0.785,4340000000.0,,865000000.0,3505000000.0,-0.032,,12.4,-0.33935018050541516,183000000.0,598000000.0,2440000000.0
CANG,Technology,Computer Software: Prepackaged Software,1090000000.0,1060000000.0,150970000.0,,1.0,5.2,,3.7,0.23800000000000002,,0.0,0.326,844320000.0,,121631933.0,357554103.0,14.038,,0.1,-0.2920073966969434,1423290178.0,1769126529.0,390913892.0
CNNE,Consumer Services,Restaurants,4179999999.9999995,3990000000.0,91660000.0,,1.2,5.3,,2.8,-0.456,,0.0599,0.8756999999999999,66900000.00000001,-100700000.0,-28400000.0,-62400000.0,1.855,431700000.0,15.7,-0.5600953722770131,405900000.0,131900000.0,77300000.0
CAJ,Miscellaneous,Industrial Machinery/Components,22640000000.0,24500000000.0,1050000000.0,2.9,0.9,0.7,21.4,37.5,-0.127,5.0,0.0,0.0124,1610000000000.0,,22163000000.0,187073000000.0,-0.37200000000000005,,1.9,0.0004819556600792727,500287000000.0,16658000000.0,125105000000.0
CMD,Health Care,Medical/Dental Instruments,3580000000.0,4360000000.0,42270000.0,1.8,4.7,3.4,31.2,112.8,0.155,0.2,0.10439999999999999,0.9748,462580000.0,188920000.0,55873000.0,100988000.0,3.242,258019999.99999997,0.7,-0.07143602606965102,258021000.0,24464000.0,13708000.0
COF,Finance,Major Banks,51470000000.0,,457400000.0,0.0,0.8,1.8,13.2,54.6,0.264,1.9,0.0089,0.9227,22360000000.0,,0.0,0.0,0.805,46580000000.0,2.0,-0.20982478770289154,44106000000.0,2406000000.0,5546000000.0
COF^G,,,,,,,,,,,,,,,,,,,,,,,,,
COF^H,,,,,,,,,,,,,,,,,,,,,,,,,
COF^I,,,,,,,,,,,,,,,,,,,,,,,,,
COF^J,,,,,,,,,,,,,,,,,,,,,,,,,
COF^K,,,,,,,,,,,,,,,,,,,,,,,,,
CSU,Health Care,Hospital/Nursing Management,29870000.0,941010000.0,2080000.0,,29.1,0.0,,,-0.222,,0.40869999999999995,0.35119999999999996,144410000.0,38980000.0,-7289000.0,-17189000.0,,14290000.0,-130.0,-0.4386095836606441,14293000.0,-214964000.0,-36030000.0
BXMT,Consumer Services,Real Estate Investment Trusts,4019999999.9999995,,146200000.0,,1.0,8.8,11.2,28.0,0.187,8.2,0.011000000000000001,0.6013000000000001,424180000.0,,0.0,0.0,0.2,434790000.0,0.9,-0.6610447709066894,427028000.0,89860000.0,305567000.0
CAP.U,,,,,,,,,,,,,,,,,,,,,,,,,
CPRI,Consumer Non-Durables,Apparel,6790000000.0,10550000000.0,150650000.0,2.0,3.0,1.5,12.6,5.7,-0.23,,0.0287,0.8875,3360000000.0,576000000.0,184000000.0,675000000.0,0.6709999999999999,238000000.0,-2.6,0.1497584541062802,238000000.0,122000000.0,-223000000.0
CPSR,Finance,Business Services,353620000.0,352480000.0,27600000.0,,,,,,,,0.0,0.41850000000000004,,,0.0,,,1140000.0,,34.52078079760904,1140963.0,-55690.0,
CPSR.U,,,,,,,,,,,,,,,,,,,,,,,,,
CPSR.WS,,,,,,,,,,,,,,,,,,,,,,,,,
CMO,Consumer Services,Real Estate Investment Trusts,560550000.0,,96480000.0,,0.8,,,,7.426,8.6,0.0218,0.8151,-22500000.0,,0.0,0.0,8.099,229790000.0,-1.4,0.8836471542982679,229788000.0,29082000.0,-35338000.0
CMO^E,,,,,,,,,,,,,,,,,,,,,,,,,
CAH,Health Care,Other Pharmaceuticals,16270000000.0,20260000000.0,293420000.0,3.9,11.4,0.1,9.5,17.4,0.046,3.1,0.0018,0.8774,6870000000.0,2680000000.0,460000000.0,1779000000.0,,2750000000.0,3.3,-0.009022013713460845,2746000000.0,-253000000.0,-3696000000.0
CSL,Basic Industries,Specialty Chemicals,8270000000.0,9640000000.0,53380000.0,1.4,3.3,2.0,21.7,25.6,-0.12,1.3,0.01,0.9239,1380000000.0,755700000.0,161700000.0,661000000.0,-0.258,719000000.0,6.1,-0.025349057882608106,719000000.0,102300000.0,472800000.0
KMX,Consumer Durables,Automotive Aftermarket,17010000000.000002,32159999999.999996,162540000.0,1.7,4.1,0.9,18.6,23.0,0.08,,0.0031,1.0047,3180000000.0,1270000000.0,329078000.0,1238303000.0,0.359,236640000.0,4.5,-0.6674311829906361,236643000.0,235300000.0,888433000.0
CCL,Consumer Services,Marine Transportation,22600000000.0,40770000000.0,921340000.0,,1.1,1.4,33.3,5.9,-0.995,4.2,0.09630000000000001,0.4371,7920000000.0,-650000000.0,-1421000000.0,3277000000.0,,8180000000.0,-10.6,0.18819938962360122,8176000000.0,-2858000000.0,2990000000.0
CUK,Consumer Services,Marine Transportation,15840000000.0,34009999999.999996,882690000.0,,0.8,1.2,32.8,5.8,-0.995,4.5,0.0,0.1293,7920000000.0,-650000000.0,-1421000000.0,3277000000.0,,8180000000.0,-10.6,0.18819938962360122,8176000000.0,-2858000000.0,2990000000.0
CRS,Basic Industries,Steel/Iron Ore,1710000000.0,2200000000.0,48020000.0,1.0,1.2,0.8,14.3,905.5,-0.396,2.0,0.018500000000000003,0.8752,358700000.0,174900000.0,-39800000.0,154900000.0,,218900000.0,-1.8,0.13360952874158466,218900000.0,-47100000.0,1500000.0
CSV,Consumer Services,Other Consumer Services,562820000.0,1050000000.0,17970000.0,0.9,2.2,1.7,13.5,52.1,0.276,1.0,0.0911,0.7265999999999999,92910000.0,88810000.0,21411000.0,53832000.0,8.575,725.0,0.5,0.0476878612716763,725000.0,5525000.0,14533000.0
CARR,Capital Goods,Industrial Machinery/Components,35000000000.0,43800000000.0,866690000.0,3.3,6.8,2.0,20.9,29.2,0.037000000000000005,,0.0004,0.8406,5460000000.0,2610000000.0,821000000.0,2643000000.0,0.506,3850000000.0,,0.4230769230769231,3848000000.0,741000000.0,2116000000.0
CARS,Technology,EDP Services,805940000.0,1350000000.0,67390000.0,,2.5,1.4,7.6,,-0.051,,0.0147,1.0018,444270000.0,133570000.0,19411000.0,31573000.0,,43770000.0,-12.3,-0.23138115725700237,43769000.0,-12261000.0,-445324000.0
CRI,Consumer Non-Durables,Apparel,4110000000.0000005,5020000000.0,43650000.0,,5.0,1.3,14.2,31.0,-0.083,1.6,0.0215,1.0393999999999999,1510000000.0,389730000.0,119741000.0,401731000.0,0.348,831170000.0,3.0,-0.16930763226565365,831175000.0,81241000.0,263802000.0
